biosample_id,biosample_name,raw_data_identifier,material_processing_protocol_id,processedsample_placeholder,match_confidence
nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_H2O_SPE_r1_26Jan23_IATp03_9000.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9154.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9254.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9591.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,Miesel_60009_69_CPER_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8995.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,Miesel_60009_69_CPER_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9153.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,Miesel_60009_69_CPER_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9190.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,Miesel_60009_69_CPER_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9599.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9074.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9163.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9187.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,Miesel_60009_70_DCFS_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9564.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,Miesel_60009_71_DELA_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8985.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,Miesel_60009_71_DELA_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9159.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,Miesel_60009_71_DELA_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9244.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,Miesel_60009_71_DELA_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9590.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,Miesel_60009_72_DSNY_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9010.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,Miesel_60009_72_DSNY_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9149.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,Miesel_60009_72_DSNY_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9291.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,Miesel_60009_72_DSNY_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9626.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,Miesel_60009_73_GRSM_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9064.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,Miesel_60009_73_GRSM_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9144.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,Miesel_60009_73_GRSM_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9237.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,Miesel_60009_73_GRSM_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9607.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9005.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9145.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9186.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,Miesel_60009_74_HEAL_Oae_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9619.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8989.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9082.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9193.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,Miesel_60009_75_JORN_Ak_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9611.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9065.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9101.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9272.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,Miesel_60009_76_KONZ_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9583.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,Miesel_60009_77_MLBS_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9020.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,Miesel_60009_77_MLBS_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9098.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,Miesel_60009_77_MLBS_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9388.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,Miesel_60009_77_MLBS_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9622.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,Miesel_60009_78_MOAB_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9059.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,Miesel_60009_78_MOAB_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9106.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,Miesel_60009_78_MOAB_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9295.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,Miesel_60009_78_MOAB_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9624.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,Miesel_60009_79_NGPR_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9051.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,Miesel_60009_79_NGPR_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9090.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,Miesel_60009_79_NGPR_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9259.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,Miesel_60009_79_NGPR_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9567.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,Miesel_60009_80_NIWO_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9073.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,Miesel_60009_80_NIWO_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9110.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,Miesel_60009_80_NIWO_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9172.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,Miesel_60009_80_NIWO_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9569.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,Miesel_60009_81_OSBS_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8991.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,Miesel_60009_81_OSBS_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9125.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,Miesel_60009_81_OSBS_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9282.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,Miesel_60009_81_OSBS_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9568.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9072.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9161.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9263.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,Miesel_60009_82_RMNP_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9575.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,Miesel_60009_83_SERC_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8986.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,Miesel_60009_83_SERC_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9099.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,Miesel_60009_83_SERC_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9269.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,Miesel_60009_83_SERC_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9557.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,Miesel_60009_84_SJER_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8998.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,Miesel_60009_84_SJER_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9165.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,Miesel_60009_84_SJER_A_POST_MSTplus5_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9194.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,Miesel_60009_84_SJER_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9627.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,Miesel_60009_85_SOAP_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9034.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,Miesel_60009_85_SOAP_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9166.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,Miesel_60009_85_SOAP_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9275.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,Miesel_60009_85_SOAP_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9615.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,Miesel_60009_86_STEI_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_8992.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,Miesel_60009_86_STEI_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9129.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,Miesel_60009_86_STEI_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9281.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,Miesel_60009_86_STEI_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9606.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,Miesel_60009_87_TALL_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9058.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,Miesel_60009_87_TALL_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9146.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,Miesel_60009_87_TALL_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9174.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,Miesel_60009_87_TALL_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9638.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,Miesel_60009_88_TREE_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9038.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,Miesel_60009_88_TREE_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9157.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,Miesel_60009_88_TREE_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9276.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,Miesel_60009_88_TREE_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9570.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,Miesel_60009_89_UNDE_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9063.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,Miesel_60009_89_UNDE_A_POST_MSTplus5_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9124.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,Miesel_60009_89_UNDE_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9258.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,Miesel_60009_89_UNDE_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9604.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,Miesel_60009_90_WREF_A1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9040.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,Miesel_60009_90_WREF_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9139.d,ALL,ProcessedSample6_NOM,high
nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,Miesel_60009_90_WREF_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9199.d,ALL,ProcessedSample7_NOM,high
nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,Miesel_60009_90_WREF_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9592.d,ALL,ProcessedSample7_NOM,high
,,Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9585.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9617.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_10Feb23_Fir_300SA_IATp01_9645.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9234.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9235.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9266.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9296.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9328.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9360.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_30Jan23_Fir_300SA_IATp01_9389.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_8982.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_8983.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9014.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9044.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9075.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r1_26Jan23_Alder_300SA_IATp01_9076.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9108.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9140.d,,,calibrant
,,Miesel_60009_QC_SRFAII_20ppm_r2_28Jan23_Fir_300SA_IATp01_9168.d,,,calibrant
