description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239955'],nmdc:bsm-11-jnycd390,['biosample:SAMEA7724109'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.3,MacRae3.soil.3
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240119'],nmdc:bsm-11-jpc5bt66,['biosample:SAMEA7724104'],"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Edge.2.3.8.10",
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315984'],nmdc:bsm-11-jrekbs07,['biosample:SAMEA7724137'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s003",13114.mousseau.88.s003
"Lichen microbial communities from Michigan, USA",['gold:Gb0315695'],nmdc:bsm-11-jsba4j38,['biosample:SAMEA7724047'],"Lichen microbial communities from Michigan, USA - 13114.uren.82.s004",13114.uren.82.s004
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315425'],nmdc:bsm-11-jvkhsh03,['biosample:SAMEA7723923'],"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s013",13114.mcmahon.21.s013
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315664'],nmdc:bsm-11-jx5xy233,['biosample:SAMEA7724328'],"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s007",13114.stegen.37.s007
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240021'],nmdc:bsm-11-jyywj745,['biosample:SAMEA7724307'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.0m",
"Seawater microbial communities from North Pacific Ocean, Mexico",['gold:Gb0297433'],nmdc:bsm-11-jz59kj74,['biosample:SAMEA7724001'],"Seawater microbial communities from North Pacific Ocean, Mexico - 13114.stewart.26.s004",13114.stewart.26.s004
"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica",['gold:Gb0315670'],nmdc:bsm-11-jztbkk08,['biosample:SAMEA7723462'],"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s004",13114.pinto.63.s004
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240006'],nmdc:bsm-11-k0f2e518,['biosample:SAMEA7724274'],"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.4",Schmidt56.soil.Peru.7.4
"Shipworm gills microbial communities from Puget Sound, Washington, USA",['gold:Gb0315790'],nmdc:bsm-11-k0trwf39,['biosample:SAMEA7723882'],"Shipworm gills microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s003",13114.distel.72.s003
"Fish gut microbial communities Starbuck Island, Republic of Kiribati",['gold:Gb0315656'],nmdc:bsm-11-k0wwkm57,['biosample:SAMEA7723970'],"Fish gut microbial communities Starbuck Island, Republic of Kiribati - 13114.sandin.54.s013",13114.sandin.54.s013
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315570'],nmdc:bsm-11-k15yqm29,['biosample:SAMEA7724361'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2D",13114.BLANK2.2D
"Cerumen microbial communities from stingless bee nest in Puerto Viejo, Costa Rica",['gold:Gb0315446'],nmdc:bsm-11-k47vb326,['biosample:SAMEA7723471'],"Cerumen microbial communities from stingless bee nest in Puerto Viejo, Costa Rica - 13114.pinto.63.s021",13114.pinto.63.s021
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297337'],nmdc:bsm-11-k51ex265,['biosample:SAMEA7723483'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s009",13114.rohwer.85.s009
"Fecal microbial communities from kori bustard in Atlanta Zoo, Georgia, USA",['gold:Gb0315890'],nmdc:bsm-11-k7de7s04,['biosample:SAMEA7723532'],"Fecal microbial communities from kori bustard in Atlanta Zoo, Georgia, USA - 13114.song.53.s005",13114.song.53.s005
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316040'],nmdc:bsm-11-k7xt7w79,['biosample:SAMEA7724193'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s111",13114.mousseau.88.s111
"Fecal microbial communities from new caledonian giant gecko in National Zoo, Maryland, USA",['gold:Gb0315881'],nmdc:bsm-11-k9695473,['biosample:SAMEA7723523'],"Fecal microbial communities from new caledonian giant gecko in National Zoo, Maryland, USA - 13114.song.52.s009",13114.song.52.s009
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316030'],nmdc:bsm-11-kahjr192,['biosample:SAMEA7724183'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s096",13114.mousseau.88.s096
"Zompopas fungus garden microbial communities from Carara National Park, Costa Rica",['gold:Gb0315679'],nmdc:bsm-11-kbjn8y24,['biosample:SAMEA7724232'],"Zompopas fungus garden microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s016",13114.pinto.63.s016
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239921'],nmdc:bsm-11-kd6btp32,['biosample:SAMEA7724300'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen12.12102015",
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315573'],nmdc:bsm-11-kda94x44,['biosample:SAMEA7724364'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3C",13114.BLANK3.3C
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297455'],nmdc:bsm-11-ke0c5a28,['biosample:SAMEA7724038'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s023",13114.thomas.19.s023
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315911'],nmdc:bsm-11-kf7n8903,['biosample:SAMEA7723630'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s031",13114.mousseau.88.s031
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239967'],nmdc:bsm-11-kfjka465,['biosample:SAMEA7724236'],"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.3.SO2.8",RoyChowdhury45.soil.3.SO2.8
"Stony coral microbial communities from Coral Bay, Australia",['gold:Gb0297463'],nmdc:bsm-11-kgf5cz37,['biosample:SAMEA7724058'],"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s009",13114.zaneveld.9.s009
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240030'],nmdc:bsm-11-khwjc066,['biosample:SAMEA7724316'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.72m",
"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean",['gold:Gb0297348'],nmdc:bsm-11-kjb2ra55,['biosample:SAMEA7723494'],"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s025",13114.rohwer.85.s025
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315566'],nmdc:bsm-11-kmb1j496,['biosample:SAMEA7724357'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1D",13114.BLANK1.1D
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239954'],nmdc:bsm-11-kmwkfk87,['biosample:SAMEA7724108'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.2,MacRae3.soil.2
"Fish gut microbial communities from Kendall-Frost Mission Bay Marsh Reserve, CA, USA",['gold:Gb0315647'],nmdc:bsm-11-krhkkq92,['biosample:SAMEA7723502'],"Fish gut microbial communities from Kendall-Frost Mission Bay Marsh Reserve, CA, USA - 13114.sandin.54.s006",13114.sandin.54.s006
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239978'],nmdc:bsm-11-kt0nps72,['biosample:SAMEA7724247'],"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.14.SO2.5",RoyChowdhury45.soil.14.SO2.5
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240024'],nmdc:bsm-11-ky8xb849,['biosample:SAMEA7724310'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.32m",
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297344'],nmdc:bsm-11-m2436d73,['biosample:SAMEA7723490'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s019",13114.rohwer.85.s019
"Seawater microbial communities from North East Pacific Ocean, California, USA",['gold:Gb0297407'],nmdc:bsm-11-m4h42y37,['biosample:SAMEA7723941'],"Seawater microbial communities from North East Pacific Ocean, California, USA - 13114.palenik.42.s016",13114.palenik.42.s016
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239998'],nmdc:bsm-11-m6nppf82,['biosample:SAMEA7724266'],"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.5100",Schmidt56.soil.Nepal.5100
"Shipworm tissue microbial communities from Puget Sound, Washington, USA",['gold:Gb0315794'],nmdc:bsm-11-mag6n145,['biosample:SAMEA7723887'],"Shipworm tissue microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s009",13114.distel.72.s009
Desert gravel field soil microbial communities from Namibia,['gold:Gb0239950'],nmdc:bsm-11-mc6pwt10,['biosample:SAMEA7724128'],Desert gravel field soil microbial communities from Namibia - Makhalanyane46.TGP20,
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240028'],nmdc:bsm-11-mczws366,['biosample:SAMEA7724314'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.60m",
"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA",['gold:Gb0315748'],nmdc:bsm-11-mdjzwf88,['biosample:SAMEA7723395'],"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA - 13114.berry.2.s009",13114.berry.2.s009
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315667'],nmdc:bsm-11-mfsmqs43,['biosample:SAMEA7724331'],"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s010",13114.stegen.37.s010
Tropical desert sand microbial communities from Namibia,['gold:Gb0240106'],nmdc:bsm-11-mj333737,['biosample:SAMEA7724404'],Tropical desert sand microbial communities from Namibia - Makhalanyane47.TDS4,Makhalanyane47.TDS4
"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA",['gold:Gb0315778'],nmdc:bsm-11-mjktay23,['biosample:SAMEA7723912'],"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s005",13114.mayer.34.s005
"Lichen microbial communities from Michigan, USA",['gold:Gb0315693'],nmdc:bsm-11-mks1hr39,['biosample:SAMEA7723740'],"Lichen microbial communities from Michigan, USA - 13114.uren.82.s003",13114.uren.82.s003
"Marine sediment microbial communities from English Channel, United Kingdom",['gold:Gb0297359'],nmdc:bsm-11-mre5pt64,['biosample:SAMEA7723544'],"Marine sediment microbial communities from English Channel, United Kingdom - 13114.tait.78.s003",13114.tait.78.s003
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239918'],nmdc:bsm-11-mrymeq51,['biosample:SAMEA7724297'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen01.14102015",
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315913'],nmdc:bsm-11-mstc8z16,['biosample:SAMEA7723632'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s036",13114.mousseau.88.s036
"Stony coral microbial communities from Coral Bay, Australia",['gold:Gb0297465'],nmdc:bsm-11-mtkz3j68,['biosample:SAMEA7724060'],"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s013",13114.zaneveld.9.s013
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297420'],nmdc:bsm-11-n0574x53,['biosample:SAMEA7723960'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s012",13114.rohwer.85.s012
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239923'],nmdc:bsm-11-n0kmyd38,['biosample:SAMEA7724302'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen15.12102015",
"Temperate coniferous forest soil microbial communities from Colorado, Boulder, USA",['gold:Gb0240060'],nmdc:bsm-11-n0ytda40,['biosample:SAMEA7723615'],"Temperate coniferous forest soil microbial communities from Colorado, Boulder, USA - Metcalf40.10141.F.soil.T4.1",Metcalf40.10141.F.soil.T4.1
"Coalbed water microbial communities from mine in Illinois, USA",['gold:Gb0315464'],nmdc:bsm-11-n34wzy59,['biosample:SAMEA7724046'],"Coalbed water microbial communities from mine in Illinois, USA - 13114.tucker.58.s016",13114.tucker.58.s016
"Seawater microbial communities from North Pacific Ocean, Mexico",['gold:Gb0297432'],nmdc:bsm-11-n3yxee71,['biosample:SAMEA7724000'],"Seawater microbial communities from North Pacific Ocean, Mexico - 13114.stewart.26.s002",13114.stewart.26.s002
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315824'],nmdc:bsm-11-n5dtbe85,['biosample:SAMEA7723712'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s034",13114.thomas.18.s034
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239959'],nmdc:bsm-11-n5mfwj19,['biosample:SAMEA7724113'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.7,MacRae3.soil.7
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315846'],nmdc:bsm-11-n6gq4e29,['biosample:SAMEA7723734'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s057",13114.thomas.18.s057
"Temperate desert soil microbial communities from Colorado, Boulder, USA",['gold:Gb0240079'],nmdc:bsm-11-n6zjkx67,['biosample:SAMEA7723925'],"Temperate desert soil microbial communities from Colorado, Boulder, USA - Metcalf40.10141.D.soil.T5.1",Metcalf40.10141.D.soil.T5.1
"Fecal microbial communities from whooping crane in National Zoo, Maryland, USA",['gold:Gb0315894'],nmdc:bsm-11-n73p7r26,['biosample:SAMEA7723536'],"Fecal microbial communities from whooping crane in National Zoo, Maryland, USA - 13114.song.53.s014",13114.song.53.s014
"Lake sediment microbial communities from Hampden County, Massachusetts, USA",['gold:Gb0315769'],nmdc:bsm-11-n7ccva60,['biosample:SAMEA7723852'],"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s006",13114.berry.2.s006
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239961'],nmdc:bsm-11-n7pnrm79,['biosample:SAMEA7724115'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.9,MacRae3.soil.9
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315902'],nmdc:bsm-11-n958jr49,['biosample:SAMEA7723621'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s009",13114.mousseau.88.s009
"Fecal microbial communities from fin whale in Massachusetts, USA",['gold:Gb0315956'],nmdc:bsm-11-na464h17,['biosample:SAMEA7723891'],"Fecal microbial communities from fin whale in Massachusetts, USA - 13114.girguis.50.s004",13114.girguis.50.s004
"Terrestrial rangeland soil microbial communities from Oregon, Klamath County, USA",['gold:Gb0240099'],nmdc:bsm-11-nb4afx05,['biosample:SAMEA7724213'],"Terrestrial rangeland soil microbial communities from Oregon, Klamath County, USA - Myrold59.soil.7.NRCS0171",Myrold59.soil.7.NRCS0171
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239992'],nmdc:bsm-11-nb4ffr83,['biosample:SAMEA7724260'],"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.4",Schmidt56.soil.Nepal.4
"Zompopas fungus garden microbial communities from Carara National Park, Costa Rica",['gold:Gb0315673'],nmdc:bsm-11-nc9gfq79,['biosample:SAMEA7723465'],"Zompopas fungus garden microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s011",13114.pinto.63.s011
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297447'],nmdc:bsm-11-ncwhew54,['biosample:SAMEA7724029'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s014",13114.thomas.19.s014
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315925'],nmdc:bsm-11-ndkgfw04,['biosample:SAMEA7723644'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s054",13114.mousseau.88.s054
"Fecal microbial communities from giant anteater in National Zoo, Maryland, USA",['gold:Gb0315970'],nmdc:bsm-11-ne6r3m37,['biosample:SAMEA7723985'],"Fecal microbial communities from giant anteater in National Zoo, Maryland, USA - 13114.song.51.s020",13114.song.51.s020
"Fecal microbial communities from western gorilla in Atlanta Zoo, Georgia, USA",['gold:Gb0315969'],nmdc:bsm-11-nemncq18,['biosample:SAMEA7723984'],"Fecal microbial communities from western gorilla in Atlanta Zoo, Georgia, USA - 13114.song.51.s016",13114.song.51.s016
"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA",['gold:Gb0315765'],nmdc:bsm-11-nfmzdp33,['biosample:SAMEA7723613'],"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s009",13114.mayer.34.s009
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315920'],nmdc:bsm-11-nh2z9s79,['biosample:SAMEA7723639'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s048",13114.mousseau.88.s048
"Shipworm feces microbial communities from Massachusetts Bay, MA, USA",['gold:Gb0315785'],nmdc:bsm-11-njq6vv19,['biosample:SAMEA7723885'],"Shipworm feces microbial communities from Massachusetts Bay, MA, USA - 13114.distel.72.s007",13114.distel.72.s007
"Lichen microbial communities from Michigan, USA",['gold:Gb0315700'],nmdc:bsm-11-nm73we33,['biosample:SAMEA7724052'],"Lichen microbial communities from Michigan, USA - 13114.uren.82.s009",13114.uren.82.s009
"Stony coral microbial communities from Coral Bay, Australia",['gold:Gb0297362'],nmdc:bsm-11-nmwdhj09,['biosample:SAMEA7723556'],"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s007",13114.zaneveld.9.s007
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239970'],nmdc:bsm-11-np6zap21,['biosample:SAMEA7724239'],"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.6.SO3.9s",RoyChowdhury45.soil.6.SO3.9s
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297339'],nmdc:bsm-11-nq0v6195,['biosample:SAMEA7723485'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s011",13114.rohwer.85.s011
"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean",['gold:Gb0297346'],nmdc:bsm-11-nq7pqz46,['biosample:SAMEA7723492'],"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s021",13114.rohwer.85.s021
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316026'],nmdc:bsm-11-nswkrt94,['biosample:SAMEA7724179'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s086",13114.mousseau.88.s086
"Fecal microbial communities from raccoon dog in Atlanta Zoo, Georgia, USA",['gold:Gb0315961'],nmdc:bsm-11-nt5fgp68,['biosample:SAMEA7723976'],"Fecal microbial communities from raccoon dog in Atlanta Zoo, Georgia, USA - 13114.song.51.s002",13114.song.51.s002
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315948'],nmdc:bsm-11-nt5xvy18,['biosample:SAMEA7723667'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s103",13114.mousseau.88.s103
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239987'],nmdc:bsm-11-ntfcwe63,['biosample:SAMEA7724255'],"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.23.SO4.9",RoyChowdhury45.soil.23.SO4.9
"Shipworm gills microbial communities from Puget Sound, Washington, USA",['gold:Gb0315789'],nmdc:bsm-11-ntz0x780,['biosample:SAMEA7723406'],"Shipworm gills microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s001",13114.distel.72.s001
"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA",['gold:Gb0315780'],nmdc:bsm-11-nxasvr27,['biosample:SAMEA7723914'],"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s008",13114.mayer.34.s008
"Shipworm feces microbial communities from Puget Sound, Washington, USA",['gold:Gb0315787'],nmdc:bsm-11-nzeg8c33,['biosample:SAMEA7723888'],"Shipworm feces microbial communities from Puget Sound, Washington, USA - 13114.distel.72.s010",13114.distel.72.s010
"Fecal microbial communities from solomon ssland leaf frog in Atlanta Zoo, Georgia, USA",['gold:Gb0315884'],nmdc:bsm-11-p04bm915,['biosample:SAMEA7723526'],"Fecal microbial communities from solomon ssland leaf frog in Atlanta Zoo, Georgia, USA - 13114.song.52.s013",13114.song.52.s013
"Seawater microbial communities from English Channel, United Kingdom",['gold:Gb0297472'],nmdc:bsm-11-p1t73m37,['biosample:SAMEA7724350'],"Seawater microbial communities from English Channel, United Kingdom - 13114.tait.77.s007",13114.tait.77.s007
"Terrestrial rangeland soil microbial communities from Oregon, Deschutes County, USA",['gold:Gb0240098'],nmdc:bsm-11-p2gqa640,['biosample:SAMEA7724219'],"Terrestrial rangeland soil microbial communities from Oregon, Deschutes County, USA - Myrold59.soil.13.NRCS0326",
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240026'],nmdc:bsm-11-p2h9n451,['biosample:SAMEA7724312'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.44m",
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240033'],nmdc:bsm-11-p37dc885,['biosample:SAMEA7724319'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.92m",
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315660'],nmdc:bsm-11-p3t7xk30,['biosample:SAMEA7724324'],"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s003",13114.stegen.37.s003
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240027'],nmdc:bsm-11-p6a7wn75,['biosample:SAMEA7724313'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.52m",Stegen36.permafrost.t15.52m
"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica",['gold:Gb0315680'],nmdc:bsm-11-p9xw9c78,['biosample:SAMEA7723466'],"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s013",13114.pinto.63.s013
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315939'],nmdc:bsm-11-pap8v842,['biosample:SAMEA7723658'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s083",13114.mousseau.88.s083
"Marine sediment microbial communities from North East Pacific Ocean, San Diego, California, USA",['gold:Gb0297369'],nmdc:bsm-11-pb87aa86,['biosample:SAMEA7723610'],"Marine sediment microbial communities from North East Pacific Ocean, San Diego, California, USA - 13114.jensen.43.s011",13114.jensen.43.s011
"Seawater microbial communities from Scripps Canyon, La Jolla, California, USA",['gold:Gb0297396'],nmdc:bsm-11-pc4p0255,['biosample:SAMEA7723930'],"Seawater microbial communities from Scripps Canyon, La Jolla, California, USA - 13114.palenik.42.s003",13114.palenik.42.s003
"Lichen microbial communities from Michigan, USA",['gold:Gb0315698'],nmdc:bsm-11-pcnc7x94,['biosample:SAMEA7724050'],"Lichen microbial communities from Michigan, USA - 13114.uren.82.s007",13114.uren.82.s007
"Terrestrial cropland soil microbial communities from Oregon, Benton County, USA",['gold:Gb0240088'],nmdc:bsm-11-pegs2d53,['biosample:SAMEA7724209'],"Terrestrial cropland soil microbial communities from Oregon, Benton County, USA - Myrold59.soil.3.NRCS0061",Myrold59.soil.3.NRCS0061
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315572'],nmdc:bsm-11-ph6y8e10,['biosample:SAMEA7724363'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3B",13114.BLANK3.3B
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239991'],nmdc:bsm-11-pmbpyr59,['biosample:SAMEA7724259'],"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.3",
"Sludge microbial communities from Ithaca, New York, USA",['gold:Gb0315435'],nmdc:bsm-11-pnk53a41,['biosample:SAMEA7723389'],"Sludge microbial communities from Ithaca, New York, USA - 13114.angenent.65.s002",13114.angenent.65.s002
"Fecal microbial communities from fin whale in Massachusetts, USA",['gold:Gb0315955'],nmdc:bsm-11-prtvqf07,['biosample:SAMEA7723890'],"Fecal microbial communities from fin whale in Massachusetts, USA - 13114.girguis.50.s003",13114.girguis.50.s003
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316027'],nmdc:bsm-11-pt8nke67,['biosample:SAMEA7724180'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s090",13114.mousseau.88.s090
"Lake sediment microbial communities from Lubbock County, Texas, USA",['gold:Gb0315754'],nmdc:bsm-11-ptk2m290,['biosample:SAMEA7723439'],"Lake sediment microbial communities from Lubbock County, Texas, USA - 13114.mayer.33.s007",13114.mayer.33.s007
"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA",['gold:Gb0315649'],nmdc:bsm-11-pvh31c44,['biosample:SAMEA7723504'],"Fish gut microbial communities from Scripps Coastal Reserve, CA, USA - 13114.sandin.54.s010",13114.sandin.54.s010
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297442'],nmdc:bsm-11-px8aje48,['biosample:SAMEA7724019'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s004",13114.thomas.19.s004
"Fecal microbial communities from southern three-banded armadillo in National Zoo, Maryland, USA",['gold:Gb0315965'],nmdc:bsm-11-pzyg0w71,['biosample:SAMEA7723980'],"Fecal microbial communities from southern three-banded armadillo in National Zoo, Maryland, USA - 13114.song.51.s011",13114.song.51.s011
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315666'],nmdc:bsm-11-q3409f71,['biosample:SAMEA7724330'],"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s009",13114.stegen.37.s009
