biosample_id,raw_data_identifier,eluent_introduction_category,processedsample_placeholder,material_processing_protocol_id
nmdc:bsm-11-a57pz987,7G10_8_70_song-52-s006-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-n958jr49,5F5_4_31_mousseau-88-s009-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-w9mdn360,4B9_3_40_pinto-63-s007-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dev30993,7B8_8_17_jensen-43-s010-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nemncq18,7B6_8_15_song-51-s016-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8xmhwv31,4H9_7_46_thomas-18-s020-a01.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rm9zrp57,3H9_7_59_thomas-18-s010-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4yff0387,4G10_7_34_zaneveld-9-s006-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nc9gfq79,4B11_3_47_pinto-63-s011-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8gnt6y91,5G7_4_49_mousseau-88-s057-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ex8eqw91,1A3_1_4_mayer-34-s006-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-2ggfq219,4H5_7_41_zaneveld-9-s012-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4r1qkv30,5D7_3_76_sandin-54-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-wj9ex323,3H1_7_17_zaneveld-9-s022-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-0x01kf67,4H8_7_45_zaneveld-9-s011-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-24619e70,5C12_3_61_sandin-54-s009-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fsxwxn32,4G11_7_35_zaneveld-9-s015-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rdb1e842,6D10_5_37_mousseau-88-s095-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-13mnr371,1E12_2_28_bowen-74-s009-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rgnjx820,4D3_1_19_thomas-18-s056-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dn2br573,4C10_1_7_thomas-18-s038-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ty9ffn50,4G1_7_22_thomas-18-s026-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-r5w3w818,4C11_1_14_thomas-18-s044-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-28v9fb45,5G3_4_43_mousseau-88-s073-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7zqzy682,5E7_4_20_mousseau-88-s015-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nt5xvy18,6C9_5_21_mousseau-88-s103-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-aah1r855,5D6_3_74_girguis-50-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-r0h58d28,1H4_3_16_jensen-43-s006-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nxasvr27,1A10_1_12_mayer-34-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-crdrx267,7E5_8_45_song-53-s015-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-q4ehgd83,5B4_2_78_minich-76-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-e7g05s74,1C11_1_45_berry-2-s010-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-r0yk4534,7B11_8_20_song-53-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qhq3xz40,5E4_4_16_mousseau-88-s021-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-jn3z8j63,6D6_5_33_mousseau-88-s104-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-yzra3r06,4G2_7_23_thomas-18-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-dmyt2e94,2C1_3_81_jensen-43-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-e8b72d43,5F8_4_36_mousseau-88-s040-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9618bz78,1H8_3_22_mayer-33-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-j1ejmy92,4B7_3_29_pinto-63-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-gqnhp510,6E4_7_20_distel-72-s013-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6qn0yc72,3G1_2_50_bittleston-68-s010-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7nn7sq09,3G6_2_69_bittleston-68-s003-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-cqkwsa24,4B4_2_79_pinto-63-s022-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-g9s8zb84,4C8_1_3_thomas-18-s042-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-e57r5273,4C3_3_65_pinto-63-s008-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-kahjr192,6B5_5_5_mousseau-88-s096-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-g3akej84,5H3_4_57_mousseau-88-s065-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fk7xsn47,2B4_3_51_mayer-33-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-gxs86k63,3E5_2_7_bittleston-68-s008-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-wt63hj84,4D7_1_29_thomas-18-s049-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-xyaxya36,5E2_4_12_mousseau-88-s018-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-k0wwkm57,5C1_3_18_sandin-54-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nh2z9s79,6A8_4_75_mousseau-88-s048-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-47n1jc77,5B9_3_9_sandin-54-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-brg2nk42,4B1_2_53_pinto-63-s018-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-xv04hc89,3E7_2_11_bittleston-68-s009-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-07hz4140,6D7_5_34_mousseau-88-s088-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-sfj2b346,4E1_1_55_thomas-18-s041-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-04z8tj85,3E4_2_5_bittleston-68-s014-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9dbj1f74,1E6_2_1_bowen-74-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qtg27412,1B6_1_27_berry-2-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9b7p0p97,4C6_3_75_pinto-63-s006-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-s89hdq11,4D5_thomas-18-s050-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nmwdhj09,4G6_7_26_zaneveld-9-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-jd2t0d97,7F5_8_55_song-51-s012-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-5trzvb02,5A7_2_26_minich-76-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6112pw75,7B4_8_14_song-52-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ve9fby22,7H11_8_81_song-52-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-szkj2v49,2C4_4_6_rohwer-85-s010-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-0z4fw943,1G12_3_8_jensen-43-s012-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-f0f6m531,1G5_2_76_rohwer-85-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-tce22278,5E5_4_17_mousseau-88-s010-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qg1nxe79,2C9_4_13_rohwer-85-s027-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rfj9pv09,1F12_2_67_rohwer-85-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-499zaf45,1C7_1_41_berry-2-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ecnkkv94,4A4_2_21_pinto-63-s019-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zsed0v52,4D9_1_46_thomas-18-s046-a05.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rdrbna95,1G9_3_2_jensen-43-s019-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6ef2hv13,5H7_4_60_mousseau-88-s035-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-azvyt007,6B4_5_2_mousseau-88-s091-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ndkgfw04,6A9_4_76_mousseau-88-s054-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-b9v3jc83,5D9_3_78_girguis-50-s006-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-vhp7xm74,4C4_3_70_pinto-63-s012-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-pzyg0w71,7B2_8_12_song-51-s011-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-rqq6h212,6A6_4_72_mousseau-88-s081-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-df188806,1F10_2_61_bowen-74-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ntz0x780,6D12_7_5_distel-72-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-a326yp77,2D10_4_79_rohwer-85-s015-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-2drasm02,1H1_3_10_mayer-33-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-jsba4j38,3E9_2_15_uren-82-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-2da77e23,4F3_7_6_thomas-18-s015-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nq0v6195,2C5_4_7_rohwer-85-s011-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-097t3b49,1B5_1_23_mayer-34-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-td766z18,4F11_7_19_zaneveld-9-s020-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zzhyyf37,6B11_5_10_mousseau-88-s092-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-e8es0f94,7A3_8_3_song-53-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-xez60g92,5G9_4_51_mousseau-88-s074-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-bttqr502,5H6_4_59_mousseau-88-s068-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6pqzr832,5F1_4_26_mousseau-88-s004-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-pcnc7x94,3F2_2_23_uren-82-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-2c8r9c97,1B2_1_20_berry-2-s019-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-2q6szk18,3H5_7_54_thomas-18-s021-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-szntna95,5G1_4_41_mousseau-88-s006-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9hqn6g69,6A11_4_78_mousseau-88-s055-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-h4j9h726,1C10_1_44_berry-2-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fzefgn43,1D6_1_56_berry-2-s015-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fymy6f97,2C8_4_10_rohwer-85-s008-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fbv91t10,3H6_7_56_zaneveld-9-s019-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4s4cbb56,5H2_4_56_mousseau-88-s059-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zse98013,4B5_3_14_pinto-63-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9qcrmw23,4E6_1_66_thomas-18-s037-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-jajxts34,5F9_4_37_mousseau-88-s005-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-1kc3zb19,1B3_1_21_berry-2-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-50nvrc77,6B12_5_11_mousseau-88-s094-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-bwac7r34,4B6_3_15_pinto-63-s010-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-x0xj8h43,1G2_2_70_rohwer-85-s005-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-w4des787,3F1_2_20_uren-82-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8qh0s869,1C4_1_38_mayer-34-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-t85zt525,1B7_1_28_berry-2-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-70zykv93,5G5_4_46_mousseau-88-s039-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6zvasb85,3H7_7_57_thomas-18-s009-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zeh5yp07,1D9_1_61_mayer-34-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-5ja0sq09,4A8_2_41_pinto-63-s028-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-7wed9914,3E12_2_18_bittleston-68-s001-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-f02fnz25,5E12_4_25_mousseau-88-s034-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-c5kz5357,2C3_4_3_rohwer-85-s018-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-9pa76q69,2D4_4_44_rohwer-85-s024-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-0v4vv913,5E8_4_22_mousseau-88-s023-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-hpq8fj02,1H2_3_11_jensen-43-s018-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-szy4vy17,3F3_2_24_bittleston-68-s015-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-56x1gd43,3H2_7_49_zaneveld-9-s021-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-542be821,6D1_5_27_mousseau-88-s105-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-hf5z7t54,5C11_3_58_girguis-50-s010-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-q7pnzt80,5G8_4_50_mousseau-88-s043-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-argbr578,6D11_5_39_mousseau-88-s101-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-srm6gy44,5C5_3_25_girguis-50-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8c18wc38,5A8_2_31_minich-76-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-xk7fd510,1F1_2_32_bowen-74-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-x6c26979,4H11_7_47_zaneveld-9-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-8zevcq84,4D8_1_37_thomas-18-s043-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-3a8h4b10,4G9_7_31_thomas-18-s024-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-4qp1b648,7C1_8_22_song-52-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-3sdqfq80,3E6_2_10_uren-82-s006-a04_20190211073450.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-30syvs50,6C8_5_20_mousseau-88-s102-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qn97py15,3A1_3_34_mcmahon-21-s010-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-3abqrc90,1F9_2_60_rohwer-85-s007-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ektndz90,6D3_5_29_mousseau-88-s109-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-w3j3fr59,5C4_3_24_girguis-50-s011-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-3sdqfq80,3E6_2_10_uren-82-s006-a04_20190211073450.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-j5nvnf53,5A2_2_3_angenent-65-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ga9sv551,5A11_2_63_minich-76-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-p9xw9c78,4C2_3_62_pinto-63-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qnrzrj79,2D7_4_62_rohwer-85-s013-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-njq6vv19,6E6_7_29_distel-72-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zjjj4t76,5G4_4_45_mousseau-88-s067-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-zfreqj78,5D11_4_4_mousseau-88-s052-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-g53gv029,6A3_4_70_mousseau-88-s061-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-af2ahh88,4F7_7_11_thomas-18-s014-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-qwgtks14,5G10_4_52_mousseau-88-s080-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-z4t9nk25,1A6_1_8_mayer-34-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-epmp4x32,5F2_4_27_mousseau-88-s028-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-hvpj4h73,3A2_3_53_mcmahon-21-s008-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-tvj2jd07,2D6_4_47_rohwer-85-s022-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-gh9wsa04,2B8_3_66_jensen-43-s004-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-k7xt7w79,6C3_5_15_mousseau-88-s111-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-fg98c169,6B9_5_9_mousseau-88-s089-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-wcxz5091,4F8_7_12_thomas-18-s003-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nfmzdp33,1D10_1_62_mayer-34-s009-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-41c0rb64,6C12_5_26_mousseau-88-s098-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-tj5aaa15,7G1_8_62_song-53-s011-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-ak5ar333,1H3_3_12_mayer-33-s005-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-f0262005,5H12_4_67_mousseau-88-s045-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-6kck4j28,6A2_4_69_mousseau-88-s037-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-kjb2ra55,2C11_4_19_rohwer-85-s025-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-gezpgs30,5H10_4_64_mousseau-88-s050-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-0n3z7r33,2C12_4_21_rohwer-85-s020-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-mtkz3j68,4G7_7_27_zaneveld-9-s013-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-vgbty846,4H2_7_38_thomas-18-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-06g2dc22,4G4_7_25_zaneveld-9-s003-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-mag6n145,6E2_7_14_distel-72-s009-a03.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-xftvkt77,5C6_3_26_girguis-50-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-nq7pqz46,2D2_4_33_rohwer-85-s021-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-bam1pb18,1H10_3_28_jensen-43-s003-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-31jggw59,6C5_5_17_mousseau-88-s100-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-de2n0r50,5H1_4_55_mousseau-88-s030-a02.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-tx72q876,5A10_2_52_metcalf-81-s001-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-91tmwd33,7D10_8_39_song-53-s007-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-wfagna69,5A9_2_40_metcalf-81-s002-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
nmdc:bsm-11-x4pvsy53,4H4_7_40_zaneveld-9-s008-a04.raw,liquid_chromatography,ProcessedSample8_bulk_feces,bulk_feces
