analysis_type,associated_studies,id,name,samp_name
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-rn3ztg26,60933_2_BTM,60933_2_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-3dva3q42,60933_3_TOP,60933_3_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-13bjmx86,60933_3_BTM,60933_3_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-pywjet65,60933_4_TOP,60933_4_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-6z2ztq51,60933_4_BTM,60933_4_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-7rtk1z76,60933_5_TOP,60933_5_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-zke8tq38,60933_5_BTM,60933_5_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-9hw25z73,60933_6_TOP,60933_6_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-7d43c036,60933_6_BTM,60933_6_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-n7st8t76,60933_7_TOP,60933_7_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-1hbrcz12,60933_7_BTM,60933_7_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-87vzm356,60933_8_TOP,60933_8_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-2wwn6q78,60933_9_TOP,60933_9_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-1g34vd94,60933_10_TOP,60933_10_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-0d7jqm05,60933_11_TOP,60933_11_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-0mrh8a04,60933_11_BTM,60933_11_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-k2v6we66,60933_12_TOP,60933_12_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-abn6e039,60933_12_BTM,60933_12_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-q1qph338,60933_13_TOP,60933_13_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-syvfmf69,60933_13_BTM,60933_13_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-27vjb865,60933_14_TOP,60933_14_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-vdrxw629,60933_14_BTM,60933_14_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-x0f7km04,60933_15_TOP,60933_15_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-jf2ajs16,60933_15_BTM,60933_15_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-xdnfxa02,60933_16_TOP,60933_16_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-apzept82,60933_16_BTM,60933_16_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-951zby59,60933_17_TOP,60933_17_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-fkyzkq80,60933_17_BTM,60933_17_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-35y2vd49,60933_18_TOP,60933_18_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-jedmbg95,60933_18_BTM,60933_18_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-9ypxen30,60933_19_TOP,60933_19_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-mqz7tj25,60933_19_BTM,60933_19_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-ancrqc19,60933_20_TOP,60933_20_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-hrb0ym41'],nmdc:bsm-11-689kqb07,60933_20_BTM,60933_20_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-qa0jpr97,60942_4_TOP,60942_4_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-qc35jp03,60942_4_BTM,60942_4_BTM
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-rzefwb42,60942_6_TOP,60942_6_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-cnz9t034,60942_1_TOP,60942_1_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-6bp4az05,60942_3_TOP,60942_3_TOP
"['metagenomics', 'metabolomics', 'natural organic matter']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-4593y256,60942_3_BTM,60942_3_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-q9mg6b87,60942_5_TOP,60942_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-5n815f77,60942_5_BTM,60942_5_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-40fwmc66,60942_6_BTM,60942_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-jvxy3212,60942_1_BTM,60942_1_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-4z6nm386,60942_2_TOP,60942_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-5dxs3k72'],nmdc:bsm-11-cb5czh24,60942_2_BTM,60942_2_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-941b4102,61049_1_TOP,61049_1_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-54ykm752,61049_10_TOP,61049_10_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-cm751c22,61049_11_TOP,61049_11_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-tnj8qx70,61049_11_BTM,61049_11_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-4nnvz318,61049_2_TOP,61049_2_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-y256v537,61049_3_TOP,61049_3_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-rtvwxh69,61049_3_BTM,61049_3_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-5vh1aa87,61049_4_TOP,61049_4_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-1btvb924,61049_5_TOP,61049_5_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-hgx46x70,61049_6_TOP,61049_6_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-ah50gd02,61049_6_BTM,61049_6_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-qw6s9t11,61049_7_TOP,61049_7_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-b9906r34,61049_8_BTM,61049_8_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-19244570,61049_9_TOP,61049_9_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-05mdkh17,61049_19_TOP,61049_19_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-qq3hc637,61049_20_TOP,61049_20_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-dkvnxt72,61049_18_TOP,61049_18_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-mx0jjk39,61049_18_BTM,61049_18_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-rxfwxp31,61049_21_TOP,61049_21_TOP
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-xgz3fc84,61049_21_BTM,61049_21_BTM
"['metagenomics', 'bulk chemistry', 'natural organic matter']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-9qx74368,61049_14_TOP,61049_14_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-wn4rxx38,61049_4_BTM,61049_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-cef9rs92,61049_7_BTM,61049_7_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-vfmjwx35,61049_9_BTM,61049_9_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-vc8xkk08,61049_12_TOP,61049_12_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-an628f34,61049_12_BTM,61049_12_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-sxhpej47,61049_2_BTM,61049_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-ma5bz206,61049_10_BTM,61049_10_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-07b95859,61049_8_TOP,61049_8_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-eem0d635,61049_24_TOP,61049_24_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-0ta8f150,61049_24_BTM,61049_24_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-j2bqtd32,61049_22_TOP,61049_22_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-jnxmza95,61049_22_BTM,61049_22_BTM
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-4nk38680,61049_1_BTM,61049_1_BTM
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-e9ca4m59,61049_13_BTM,61049_13_BTM
"['natural organic matter', 'bulk chemistry']",['nmdc:sty-11-wyvany77'],nmdc:bsm-11-d3ty8j15,61049_5_BTM,61049_5_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-t9rs4r83,60932_1_TOP,60932_1_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-eghj3s55,60932_1_BTM,60932_1_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-te4pw950,60932_2_TOP,60932_2_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-1wvswr68,60932_2_BTM,60932_2_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-bng5qs79,60932_3_TOP,60932_3_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-cwyc6p58,60932_4_TOP,60932_4_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-35hcx775,60932_4_BTM,60932_4_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-dqq7a656,60932_5_TOP,60932_5_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-cassjt43,60932_5_BTM,60932_5_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-fhz04x18,60932_6_TOP,60932_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-t482pe76,60932_6_BTM,60932_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-q3tmtg70'],nmdc:bsm-11-8mc07y60,60932_3_BTM,60932_3_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-pfe5kz26,60938_1_TOP,60938_1_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-zeq2dn27,60938_1_BTM,60938_1_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-76wdhf89,60938_2_TOP,60938_2_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-7rvzdq65,60938_3_TOP,60938_3_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-sbp1kn62,60938_3_BTM,60938_3_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-hphxs123,60938_4_TOP,60938_4_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-7rb06p48,60938_4_BTM,60938_4_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-c4k60540,60938_5_TOP,60938_5_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-r095s137,60938_5_BTM,60938_5_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-nyqtyb09,60938_6_TOP,60938_6_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-btnka575,60938_6_BTM,60938_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-100ar157'],nmdc:bsm-11-3qqrvy97,60938_2_BTM,60938_2_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-172vbw04'],nmdc:bsm-11-m4kdmg08,60946_1_TOP,60946_1_TOP
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-172vbw04'],nmdc:bsm-11-6kgp3e60,60946_1_BTM,60946_1_BTM
"['metabolomics', 'metagenomics', 'natural organic matter']",['nmdc:sty-11-172vbw04'],nmdc:bsm-11-w7a2v965,60946_2_TOP,60946_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-172vbw04'],nmdc:bsm-11-2mzwjp41,60946_2_BTM,60946_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-cjhggh77'],nmdc:bsm-11-bam3re75,61093_7_TOP,61093_7_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-5f23j759,61254_9_TOP,61254_9_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-93k86d86,61254_1_TOP,61254_1_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-31qtmh07,61254_1_BTM,61254_1_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-apq4hb49,61254_2_TOP,61254_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-gc7wcd61,61254_2_BTM,61254_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-1j3yf917,61254_3_TOP,61254_3_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-20qp1h66,61254_3_BTM,61254_3_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-fepjh941,61254_4_TOP,61254_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-f385aa27,61254_4_BTM,61254_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-7fbnmw05,61254_5_TOP,61254_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-m06gf681,61254_5_BTM,61254_5_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-cyb8eh55,61254_6_TOP,61254_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-scnz8d90,61254_6_BTM,61254_6_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-jy36tc10,61254_7_TOP,61254_7_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-bqw39494,61254_7_BTM,61254_7_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-yfecm295,61254_8_TOP,61254_8_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-9axgph81'],nmdc:bsm-11-xrq97b83,61254_8_BTM,61254_8_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-fxak8m83'],nmdc:bsm-11-s35rb273,61258_1_TOP,61258_1_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-fxak8m83'],nmdc:bsm-11-jd2mw069,61258_1_BTM,61258_1_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-fxak8m83'],nmdc:bsm-11-gk42ax55,61258_2_TOP,61258_2_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-fxak8m83'],nmdc:bsm-11-7586ra86,61258_2_BTM,61258_2_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-fxak8m83'],nmdc:bsm-11-e6scp472,61258_4_TOP,61258_4_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-fxak8m83'],nmdc:bsm-11-v0kk5z60,61258_4_BTM,61258_4_BTM
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-ynr22a68'],nmdc:bsm-11-dzamtz52,61414_5_TOP,61414_5_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-ynr22a68'],nmdc:bsm-11-3rfq8d35,61414_6_TOP,61414_6_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-ynr22a68'],nmdc:bsm-11-08qqv698,61414_7_TOP,61414_7_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-ynr22a68'],nmdc:bsm-11-xfypek52,61414_8_TOP,61414_8_TOP
"['metagenomics', 'natural organic matter', 'bulk chemistry']",['nmdc:sty-11-ynr22a68'],nmdc:bsm-11-pm1heh43,61414_8_BTM,61414_8_BTM
