id,name,description,samp_name,gold_biosample_identifiers
nmdc:bsm-11-e0rz6p82,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co3_31_39 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co3_31_39 endosphere,['gold:Gb0305927']
nmdc:bsm-11-j2pfz414,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co2_50_17 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co2_50_17 endosphere,['gold:Gb0305863']
nmdc:bsm-11-qzncy838,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co3_24_32 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-Co3_24_32 endosphere,['gold:Gb0305941']
nmdc:bsm-11-5w16mg36,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL1_25_23 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-4579-CL1_25_23 soil,['gold:Gb0291668']
nmdc:bsm-11-dqnfvd06,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL2_38_7 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL2_38_7 endosphere,['gold:Gb0305900']
nmdc:bsm-11-qhq2kh40,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co3_6_53 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co3_6_53 endosphere,['gold:Gb0305887']
nmdc:bsm-11-k0vz1j87,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL2_57_20 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-904-CL2_57_20 endosphere,['gold:Gb0305911']
nmdc:bsm-11-5ak8ja54,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co2_62_24 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co2_62_24 endosphere,['gold:Gb0305932']
nmdc:bsm-11-6pr72x09,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co2_44_8 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co2_44_8 rhizosphere,['gold:Gb0291781']
nmdc:bsm-11-pq105b36,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co3_28_42 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co3_28_42 endosphere,['gold:Gb0305898']
nmdc:bsm-11-sqpv6146,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co3_6_53 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co3_6_53 rhizosphere,['gold:Gb0291745']
nmdc:bsm-11-jrahe581,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co3_9_34 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co3_9_34 rhizosphere,['gold:Gb0291762']
nmdc:bsm-11-zmsv5494,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL1_28_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL1_28_5 rhizosphere,['gold:Gb0291757']
nmdc:bsm-11-fxd94d39,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-234-CL1_24_28 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-234-CL1_24_28 soil,['gold:Gb0291596']
nmdc:bsm-11-arpk9p10,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL3_93_10 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-133-CL3_93_10 soil,['gold:Gb0291590']
nmdc:bsm-11-83t8kn59,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL2_62_7 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-133-CL2_62_7 soil,['gold:Gb0291589']
nmdc:bsm-11-swme4v31,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL1_28_16 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA. Soil sample contains: calcium 2219.35 mg/kg, magnesium 379.527 mg/kg, potassium 441.338 mg/kg, manganese 34.6609 mg/kg, zinc 5.5536 mg/kg; total nitrogen concentration is 0.419% that includes ammonium nitrogen 10.599 mg/kg, nitrate nitrogen 27.6905 mg/kg, and nitrite nitrogen 0 mg/kg. Lime buffer capacity (at 30 minutes) is 1252 ppm, and lime buffer capacity (after 5 day incubation) is 3630.8 ppm",BESC-133-CL1_28_16 soil,['gold:Gb0291588']
nmdc:bsm-11-n3g6kk24,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co2_60_28 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co2_60_28 soil,['gold:Gb0291645']
nmdc:bsm-11-vc1cgz17,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-307-CL2_57_8 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-307-CL2_57_8 rhizosphere,['gold:Gb0291716']
nmdc:bsm-11-e7hn2484,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWA-24-3-CL2_69_25 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",SKWA-24-3-CL2_69_25 soil,['gold:Gb0291683']
nmdc:bsm-11-0xqxvc88,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co3_35_48 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co3_35_48 rhizosphere,['gold:Gb0291791']
nmdc:bsm-11-gpd0g516,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co3_9_34 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co3_9_34 soil,['gold:Gb0291652']
nmdc:bsm-11-j8ezj858,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co1_6_4 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co1_6_4 rhizosphere,['gold:Gb0291748']
nmdc:bsm-11-2q2qmz79,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co2_69_13 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co2_69_13 soil,['gold:Gb0291651']
nmdc:bsm-11-6k8cmy53,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co1_37_5 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co1_37_5 endosphere,['gold:Gb0305925']
nmdc:bsm-11-67dmq694,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co2_69_13 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co2_69_13 rhizosphere,['gold:Gb0291761']
nmdc:bsm-11-yms2f086,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co1_16_8 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co1_16_8 rhizosphere,['gold:Gb0291789']
nmdc:bsm-11-fp5n5836,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWD-24-1-CL2_58_25 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",SKWD-24-1-CL2_58_25 soil,['gold:Gb0291687']
nmdc:bsm-11-ga8cav80,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co1_12_7 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co1_12_7 rhizosphere,['gold:Gb0291721']
nmdc:bsm-11-r7k97q10,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co2_60_28 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co2_60_28 endosphere,['gold:Gb0305897']
nmdc:bsm-11-4stmk668,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-133-Co2_50_25 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-Co2_50_25 soil,['gold:Gb0291592']
nmdc:bsm-11-57ejpn32,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL2_56_12 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL2_56_12 rhizosphere,['gold:Gb0291787']
nmdc:bsm-11-pgmhxj86,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL3_72_14 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-4579-CL3_72_14 endosphere,['gold:Gb0305921']
nmdc:bsm-11-6swq9777,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL2_44_14 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-360-CL2_44_14 soil,['gold:Gb0291620']
nmdc:bsm-11-n2a7p974,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL3_75_7 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-866-CL3_75_7 endosphere,['gold:Gb0305907']
nmdc:bsm-11-rbzk5h49,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL2_38_7 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL2_38_7 rhizosphere,['gold:Gb0291758']
nmdc:bsm-11-gwx12029,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co1_31_6 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co1_31_6 endosphere,['gold:Gb0305858']
nmdc:bsm-11-aesqd647,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL3_84_27 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL3_84_27 endosphere,['gold:Gb0305867']
nmdc:bsm-11-j1bay453,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL3_98_5 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL3_98_5 endosphere,['gold:Gb0305930']
nmdc:bsm-11-45z1kv27,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co1_32_7 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co1_32_7 rhizosphere,['gold:Gb0291737']
nmdc:bsm-11-sjtd0y05,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL2_37_16 endosphere,['gold:Gb0305894']
nmdc:bsm-11-fgjpsy56,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL3_93_10 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-133-CL3_93_10 endosphere,['gold:Gb0305841']
nmdc:bsm-11-m0h9cb45,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL2_44_14 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-360-CL2_44_14 endosphere,['gold:Gb0305871']
nmdc:bsm-11-nm187g36,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL2_42_16 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-833-CL2_42_16 endosphere,['gold:Gb0305888']
nmdc:bsm-11-t7xb8h63,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co3_27_41 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co3_27_41 endosphere,['gold:Gb0305860']
nmdc:bsm-11-r3b0ak56,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co1_23_6 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co1_23_6 endosphere,['gold:Gb0305873']
nmdc:bsm-11-ahfq0n74,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-13-Co2_41_23 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co2_41_23 endosphere,['gold:Gb0305837']
nmdc:bsm-11-k7fkcz65,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co1_10_3 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co1_10_3 rhizosphere,['gold:Gb0291727']
nmdc:bsm-11-hhb2g180,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co2_42_17 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co2_42_17 rhizosphere,['gold:Gb0291728']
nmdc:bsm-11-x0sc5x81,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWA-24-3-CL2_69_25 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",SKWA-24-3-CL2_69_25 endosphere,['gold:Gb0305934']
nmdc:bsm-11-wdfz5578,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL1_23_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-11047-CL1_23_5 rhizosphere,['gold:Gb0291776']
nmdc:bsm-11-kgkcxn39,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-198-CL2_38_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-198-CL2_38_5 rhizosphere,['gold:Gb0291704']
nmdc:bsm-11-gng9wj69,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co2_51_16 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co2_51_16 soil,['gold:Gb0291634']
nmdc:bsm-11-zaph9002,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL1_33_12 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-285-CL1_33_12 soil,['gold:Gb0291603']
nmdc:bsm-11-wpsg6186,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co2_50_17 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co2_50_17 rhizosphere,['gold:Gb0291722']
nmdc:bsm-11-1zdsxs32,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co2_62_14 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co2_62_14 soil,['gold:Gb0291608']
nmdc:bsm-11-nw51xc15,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL2_56_7 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-285-CL2_56_7 soil,['gold:Gb0291604']
nmdc:bsm-11-da01b330,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-234-Co3_21_62 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co3_21_62 rhizosphere,['gold:Gb0291710']
nmdc:bsm-11-3x6bd477,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co1_5_9 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co1_5_9 soil,['gold:Gb0291661']
nmdc:bsm-11-spzb5g89,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL1_35_3 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-448-CL1_35_3 rhizosphere,['gold:Gb0291740']
nmdc:bsm-11-eqbpgh61,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL1_28_5 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL1_28_5 soil,['gold:Gb0291647']
nmdc:bsm-11-tzp7r259,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co2_58_19 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co2_58_19 rhizosphere,['gold:Gb0291767']
nmdc:bsm-11-fmq0nm61,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL3_84_27 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL3_84_27 soil,['gold:Gb0291616']
nmdc:bsm-11-dnrvw725,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL1_27_10 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL1_27_10 soil,['gold:Gb0291614']
nmdc:bsm-11-g2zcz598,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL2_37_16 soil,['gold:Gb0291642']
nmdc:bsm-11-ybvfha65,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-13-Co2_41_23 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co2_41_23 soil,['gold:Gb0291586']
nmdc:bsm-11-ehqk1b45,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL1_28_16 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-133-CL1_28_16 rhizosphere,['gold:Gb0291698']
nmdc:bsm-11-yqjjes90,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-331-CL2_55_18 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-331-CL2_55_18 soil,['gold:Gb0291610']
nmdc:bsm-11-05dve909,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co2_54_7 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co2_54_7 rhizosphere,['gold:Gb0291738']
nmdc:bsm-11-jy6ece20,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co2_62_14 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co2_62_14 endosphere,['gold:Gb0305859']
nmdc:bsm-11-0pp1y564,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL3_88_3 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL3_88_3 soil,['gold:Gb0291626']
nmdc:bsm-11-8g7xbe66,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-331-CL2_55_18 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-331-CL2_55_18 endosphere,['gold:Gb0305861']
nmdc:bsm-11-5w4ba396,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co2_58_19 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co2_58_19 endosphere,['gold:Gb0305909']
nmdc:bsm-11-ck98jg55,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co1_12_9 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co1_12_9 endosphere,['gold:Gb0305902']
nmdc:bsm-11-gch9pp73,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co1_6_4 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co1_6_4 endosphere,['gold:Gb0305890']
nmdc:bsm-11-7n6p8d80,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL3_75_7 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-866-CL3_75_7 rhizosphere,['gold:Gb0291765']
nmdc:bsm-11-bxtp7j54,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL3_98_5 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL3_98_5 soil,['gold:Gb0291679']
nmdc:bsm-11-v0p16d89,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL2_50_4 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL2_50_4 endosphere,['gold:Gb0305877']
nmdc:bsm-11-bqp0m764,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL2_54_28 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL2_54_28 endosphere,['gold:Gb0305866']
nmdc:bsm-11-xhbae603,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL3_98_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL3_98_5 rhizosphere,['gold:Gb0291788']
nmdc:bsm-11-hae6xn61,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co2_60_28 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co2_60_28 rhizosphere,['gold:Gb0291755']
nmdc:bsm-11-ta8dt754,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL1_28_5 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL1_28_5 endosphere,['gold:Gb0305899']
nmdc:bsm-11-rtchk112,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co3_27_41 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co3_27_41 rhizosphere,['gold:Gb0291719']
nmdc:bsm-11-zpf4n944,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL3_93_10 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-133-CL3_93_10 rhizosphere,['gold:Gb0291700']
nmdc:bsm-11-z1r5gy96,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co3_11_46 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co3_11_46 rhizosphere,['gold:Gb0291729']
nmdc:bsm-11-90z66h33,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL2_56_12 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",GW-9591-CL2_56_12 soil,['gold:Gb0291678']
nmdc:bsm-11-tw1m7160,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-258-CL2_67_23 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-258-CL2_67_23 soil,['gold:Gb0291602']
nmdc:bsm-11-nn5snj10,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL2_50_4 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL2_50_4 rhizosphere,['gold:Gb0291735']
nmdc:bsm-11-xgrda154,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL3_91_3 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-904-CL3_91_3 rhizosphere,['gold:Gb0291770']
nmdc:bsm-11-s110fy15,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL2_54_28 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-351-CL2_54_28 rhizosphere,['gold:Gb0291725']
nmdc:bsm-11-kgjz0433,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co1_14_4 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co1_14_4 rhizosphere,['gold:Gb0291780']
nmdc:bsm-11-dsp1a762,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-198-CL2_38_5 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-198-CL2_38_5 soil,['gold:Gb0291594']
nmdc:bsm-11-3zh6yy26,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL3_72_12 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-360-CL3_72_12 rhizosphere,['gold:Gb0291731']
nmdc:bsm-11-66de0v28,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL1_31_22 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-845-CL1_31_22 soil,['gold:Gb0291641']
nmdc:bsm-11-f07yn383,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-470-CL2_38_23 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-470-CL2_38_23 soil,['gold:Gb0291632']
nmdc:bsm-11-xe059189,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL2_50_4 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL2_50_4 soil,['gold:Gb0291625']
nmdc:bsm-11-fr4c9n11,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL2_42_16 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-833-CL2_42_16 rhizosphere,['gold:Gb0291746']
nmdc:bsm-11-hx8qxc63,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co1_7_5 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-Co1_7_5 rhizosphere,['gold:Gb0291797']
nmdc:bsm-11-nk3r8t63,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL2_38_7 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-847-CL2_38_7 soil,['gold:Gb0291648']
